Line_number,VentureID,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,hypothesis,dateoftransaction,timing,currency,remarks
813,GK058,Expenditure,Insurance hull,829,,,,,Outfitting,Dutch Guilder,
814,GK058,Expenditure,Insurance cargo,1116,,,,,Outfitting,Dutch Guilder,
815,GK058,Expenditure,Trade cargo costs,34246,,,,,Outfitting,Dutch Guilder,
816,GK058,Expenditure,Other expenses,6277,,,,,Outfitting,Dutch Guilder,
817,GK058,Return,Value of ship after voyage,7200,,,,,Return,Dutch Guilder,
818,GK058,Return,Plantation produce received,63348,,,,,Return,Dutch Guilder,
819,GK058,Return,Freight and passengers,193,,,,,Return,Dutch Guilder,
820,GK058,Return,Insurance claim,435,,,,,Return,Dutch Guilder,
821,GK058,Return,Returned trade cargo,453,,,,,Return,Dutch Guilder,
822,GK058,Expenditure,Wages crew (including bonuses),8574,,,,,Return,Dutch Guilder,
823,GK058,Expenditure,Insurance on return,1867,,,,,Return,Dutch Guilder,
824,GK058,Expenditure,Other expenses,4824,,,,,Return,Dutch Guilder,
825,GK059,Expenditure,Value of ship before departure,15000,,,,,Outfitting,Dutch Guilder,
826,GK059,Expenditure,Outfitting costs,12048,,,,,Outfitting,Dutch Guilder,
827,GK059,Expenditure,Advance crew payment,1348,,,,,Outfitting,Dutch Guilder,
828,GK059,Expenditure,Insurance hull,1099,,,,,Outfitting,Dutch Guilder,
829,GK059,Expenditure,Insurance cargo,1288,,,,,Outfitting,Dutch Guilder,
830,GK059,Expenditure,Trade cargo costs,24490,,,,,Outfitting,Dutch Guilder,
831,GK059,Expenditure,Other expenses,6410,,,,,Outfitting,Dutch Guilder,
832,GK059,Return,Value of ship after voyage,12000,,,,,Return,Dutch Guilder,
833,GK059,Return,Bills of exchange sold,79053,,,,,Return,Dutch Guilder,
834,GK059,Return,Freight and passengers,1309,,,,,Return,Dutch Guilder,
835,GK059,Return,African goods sold,69,,,,,Return,Dutch Guilder,
836,GK059,Return,Returned trade cargo,108,,,,,Return,Dutch Guilder,
837,GK059,Expenditure,Wages crew (including bonuses),11057,,,,,Return,Dutch Guilder,
838,GK059,Expenditure,Other expenses,994,,,,,Return,Dutch Guilder,
839,GK060,Expenditure,Value of ship before departure,12000,,,,,Outfitting,Dutch Guilder,
840,GK060,Expenditure,Outfitting costs,10304,,,,,Outfitting,Dutch Guilder,
841,GK060,Expenditure,Advance crew payment,1316,,,,,Outfitting,Dutch Guilder,
842,GK060,Expenditure,Insurance hull,1099,,,,,Outfitting,Dutch Guilder,
843,GK060,Expenditure,Insurance cargo,1288,,,,,Outfitting,Dutch Guilder,
844,GK060,Expenditure,Trade cargo costs,25293,,,,,Outfitting,Dutch Guilder,
845,GK060,Expenditure,Other expenses,3477,,,,,Outfitting,Dutch Guilder,
846,GK060,Return,Value of ship after voyage,9000,,,,,Return,Dutch Guilder,
847,GK060,Return,Bills of exchange sold,68177,,,,,Return,Dutch Guilder,
848,GK060,Return,Freight and passengers,337,,,,,Return,Dutch Guilder,
849,GK060,Return,Returned trade cargo,111,,,,,Return,Dutch Guilder,
850,GK060,Expenditure,Wages crew (including bonuses),9916,,,,,Return,Dutch Guilder,
851,GK060,Expenditure,Other expenses,7094,,,,,Return,Dutch Guilder,
852,GK061,Expenditure,Value of ship before departure,9000,,,,,Outfitting,Dutch Guilder,
853,GK061,Expenditure,Outfitting costs,13154,,,,,Outfitting,Dutch Guilder,
854,GK061,Expenditure,Advance crew payment,1921,,,,,Outfitting,Dutch Guilder,
855,GK061,Expenditure,Insurance hull,1099,,,,,Outfitting,Dutch Guilder,
856,GK061,Expenditure,Insurance cargo,2099,,,,,Outfitting,Dutch Guilder,
857,GK061,Expenditure,Trade cargo costs,44107,,,,,Outfitting,Dutch Guilder,
858,GK061,Expenditure,Other expenses,6892,,,,,Outfitting,Dutch Guilder,
859,GK061,Return,Value of ship after voyage,6000,,,,,Return,Dutch Guilder,
860,GK061,Return,Plantation produce received,78935,,,,,Return,Dutch Guilder,
861,GK061,Return,Outstanding debt in colony,17773,credit,,,,Return,Dutch Guilder,
862,GK061,Return,Cash received,127,,,,,Return,Dutch Guilder,
863,GK061,Return,Freight and passengers,590,,,,,Return,Dutch Guilder,
864,GK061,Return,Returned trade cargo,6773,,,,,Return,Dutch Guilder,
865,GK061,Expenditure,Wages crew (including bonuses),10237,,,,,Return,Dutch Guilder,
866,GK061,Expenditure,Insurance on return,2107,,,,,Return,Dutch Guilder,
867,GK061,Expenditure,Other expenses,3168,,,,,Return,Dutch Guilder,
868,GK062,Expenditure,Value of ship before departure,6000,,,,,Outfitting,Dutch Guilder,
869,GK062,Expenditure,Outfitting costs,13018,,,,,Outfitting,Dutch Guilder,
870,GK062,Expenditure,Advance crew payment,1864,,,,,Outfitting,Dutch Guilder,
871,GK062,Expenditure,Insurance hull,1347,,,,,Outfitting,Dutch Guilder,
872,GK062,Expenditure,Insurance cargo,1713,,,,,Outfitting,Dutch Guilder,
873,GK062,Expenditure,Trade cargo costs,35583,,,,,Outfitting,Dutch Guilder,
874,GK062,Expenditure,Other expenses,7283,,,,,Outfitting,Dutch Guilder,
875,GK062,Return,Value of ship after voyage,3000,,,,,Return,Dutch Guilder,
876,GK062,Return,Bills of exchange sold,88217,,,,,Return,Dutch Guilder,
877,GK062,Return,Freight and passengers,1409,,,,,Return,Dutch Guilder,
878,GK062,Return,Returned trade cargo,131,,,,,Return,Dutch Guilder,
879,GK062,Expenditure,Wages crew (including bonuses),11561,,,,,Return,Dutch Guilder,
880,GK062,Expenditure,Other expenses,766,,,,,Return,Dutch Guilder,
881,GK063,Expenditure,Value of ship before departure,3000,,,,,Outfitting,Dutch Guilder,
882,GK063,Expenditure,Outfitting costs,19299,,,,,Outfitting,Dutch Guilder,
883,GK063,Expenditure,Advance crew payment,2470,,,,,Outfitting,Dutch Guilder,
884,GK063,Expenditure,Insurance hull,730,,,,,Outfitting,Dutch Guilder,
885,GK063,Expenditure,Insurance cargo,735,,,,,Outfitting,Dutch Guilder,
886,GK063,Expenditure,Trade cargo costs,36037,,,,,Outfitting,Dutch Guilder,
887,GK063,Expenditure,Other expenses,7447,,,,,Outfitting,Dutch Guilder,
888,GK063,Return,Bills of exchange sold,90946,,,,,Return,Dutch Guilder,
889,GK063,Return,Freight and passengers,5452,,,,,Return,Dutch Guilder,
890,GK063,Return,Returned trade cargo,81,,,,,Return,Dutch Guilder,
891,GK063,Expenditure,Wages crew (including bonuses),12657,,,,,Return,Dutch Guilder,
892,GK063,Expenditure,Other expenses,2023,,,,,Return,Dutch Guilder,
893,GK064,Expenditure,Outfitting costs,19074,,,,,Outfitting,Dutch Guilder,
894,GK064,Expenditure,Advance crew payment,2420,,,,,Outfitting,Dutch Guilder,
895,GK064,Expenditure,Insurance hull,1005,,,,,Outfitting,Dutch Guilder,
896,GK064,Expenditure,Insurance cargo,1098,,,,,Outfitting,Dutch Guilder,
897,GK064,Expenditure,Trade cargo costs,32878,,,,,Outfitting,Dutch Guilder,
898,GK064,Expenditure,Other expenses,7062,,,,,Outfitting,Dutch Guilder,
899,GK064,Return,Bills of exchange sold,56315,,,,,Return,Dutch Guilder,
900,GK064,Return,Plantation produce received,34748,,,,,Return,Dutch Guilder,
901,GK064,Return,Cash received,2916,,,,,Return,Dutch Guilder,
902,GK064,Return,Returned trade cargo,12,,,,,Return,Dutch Guilder,
903,GK064,Expenditure,Wages crew (including bonuses),12501,,,,,Return,Dutch Guilder,
904,GK064,Expenditure,Insurance on return,379,,,,,Return,Dutch Guilder,
905,GK064,Expenditure,Other expenses,3291,,,,,Return,Dutch Guilder,
906,GK065,Expenditure,Outfitting costs,15746,,,,,Outfitting,Dutch Guilder,
907,GK065,Expenditure,Advance crew payment,2418,,,,,Outfitting,Dutch Guilder,
908,GK065,Expenditure,Insurance hull,825,,,,,Outfitting,Dutch Guilder,
909,GK065,Expenditure,Insurance cargo,1117,,,,,Outfitting,Dutch Guilder,
910,GK065,Expenditure,Trade cargo costs,41243,,,,,Outfitting,Dutch Guilder,
911,GK065,Expenditure,Other expenses,7439,,,,,Outfitting,Dutch Guilder,
912,GK065,Return,Value of ship after voyage,9234,,,,,Return,Dutch Guilder,
913,GK065,Return,Bills of exchange sold,75748,,,,,Return,Dutch Guilder,
914,GK065,Return,Outstanding debt in colony,2000,credit,,,,Return,Dutch Guilder,
915,GK065,Return,Freight and passengers,3162,,,,,Return,Dutch Guilder,
916,GK065,Return,Other sales,45,,,,,Return,Dutch Guilder,
917,GK065,Expenditure,Wages crew (including bonuses),12244,,,,,Return,Dutch Guilder,
918,GK065,Expenditure,Other expenses,755,,,,,Return,Dutch Guilder,
919,GK066,Expenditure,Value of ship before departure,9234,,,,,Outfitting,Dutch Guilder,
920,GK066,Expenditure,Outfitting costs,23169,,,,,Outfitting,Dutch Guilder,
921,GK066,Expenditure,Advance crew payment,882,,,,,Outfitting,Dutch Guilder,
922,GK066,Expenditure,Insurance hull,1124,,,,,Outfitting,Dutch Guilder,
923,GK066,Expenditure,Insurance cargo,1864,,,,,Outfitting,Dutch Guilder,
924,GK066,Expenditure,Trade cargo costs,41843,,,,,Outfitting,Dutch Guilder,
925,GK066,Expenditure,Other expenses,7531,,,,,Outfitting,Dutch Guilder,
926,GK066,Return,Value of ship after voyage,6000,,,,,Return,Dutch Guilder,
927,GK066,Return,Bills of exchange sold,36103,,,,,Return,Dutch Guilder,
928,GK066,Return,Outstanding debt in colony,46334,credit,,,,Return,Dutch Guilder,
929,GK066,Return,Returned trade cargo,37,,,,,Return,Dutch Guilder,
930,GK066,Expenditure,Wages crew (including bonuses),12136,,,,,Return,Dutch Guilder,
931,GK066,Expenditure,Other expenses,1431,,,,,Return,Dutch Guilder,
932,GK067,Expenditure,Value of ship before departure,6000,,,,,Outfitting,Dutch Guilder,
933,GK067,Expenditure,Outfitting costs,17769,,,,,Outfitting,Dutch Guilder,
934,GK067,Expenditure,Advance crew payment,2065,,,,,Outfitting,Dutch Guilder,
935,GK067,Expenditure,Insurance hull,1104,,,,,Outfitting,Dutch Guilder,
936,GK067,Expenditure,Insurance cargo,1673,,,,,Outfitting,Dutch Guilder,
937,GK067,Expenditure,Trade cargo costs,46583,,,,,Outfitting,Dutch Guilder,
938,GK067,Expenditure,Other expenses,7663,,,,,Outfitting,Dutch Guilder,
939,GK067,Return,Value of ship after voyage,4800,,,,,Return,Dutch Guilder,
940,GK067,Return,Bills of exchange sold,88037,,,,,Return,Dutch Guilder,
941,GK067,Return,Outstanding debt in colony,4190,credit,,,,Return,Dutch Guilder,
942,GK067,Return,Returned trade cargo,334,,,,,Return,Dutch Guilder,
943,GK067,Expenditure,Wages crew (including bonuses),11680,,,,,Return,Dutch Guilder,
944,GK067,Expenditure,Other expenses,759,,,,,Return,Dutch Guilder,
945,GK068,Expenditure,Value of ship before departure,4800,,,,,Outfitting,Dutch Guilder,
946,GK068,Expenditure,Outfitting costs,16283,,,,,Outfitting,Dutch Guilder,
947,GK068,Expenditure,Advance crew payment,1603,,,,,Outfitting,Dutch Guilder,
948,GK068,Expenditure,Insurance hull,832,,,,,Outfitting,Dutch Guilder,
949,GK068,Expenditure,Insurance cargo,1301,,,,,Outfitting,Dutch Guilder,
950,GK068,Expenditure,Trade cargo costs,45320,,,,,Outfitting,Dutch Guilder,
951,GK068,Expenditure,Other expenses,7048,,,,,Outfitting,Dutch Guilder,
952,GK068,Return,Value of ship after voyage,2400,,,,,Return,Dutch Guilder,
953,GK068,Return,Bills of exchange sold,56812,,,,,Return,Dutch Guilder,
954,GK068,Return,Outstanding debt in colony,30000,credit,,,,Return,Dutch Guilder,
955,GK068,Return,African goods sold,120,,,,,Return,Dutch Guilder,
956,GK068,Expenditure,Wages crew (including bonuses),8175,,,,,Return,Dutch Guilder,
957,GK068,Expenditure,Other expenses,1258,,,,,Return,Dutch Guilder,
958,GK069,Expenditure,Value of ship before departure,2400,,,,,Outfitting,Dutch Guilder,
959,GK069,Expenditure,Outfitting costs,17523,,,,,Outfitting,Dutch Guilder,
960,GK069,Expenditure,Advance crew payment,1684,,,,,Outfitting,Dutch Guilder,
961,GK069,Expenditure,Insurance hull,832,,,,,Outfitting,Dutch Guilder,
962,GK069,Expenditure,Insurance cargo,1301,,,,,Outfitting,Dutch Guilder,
963,GK069,Expenditure,Trade cargo costs,52545,,,,,Outfitting,Dutch Guilder,
964,GK069,Expenditure,Other expenses,8313,,,,,Outfitting,Dutch Guilder,
965,GK069,Return,Plantation produce received,96400,,,,,Return,Dutch Guilder,
966,GK069,Return,Sale of ship,16407,,,,,Return,Dutch Guilder,
967,GK069,Expenditure,Wages crew (including bonuses),11172,,,,,Return,Dutch Guilder,
968,GK069,Expenditure,Insurance on return,1410,,,,,Return,Dutch Guilder,
969,GK069,Expenditure,Other expenses,21596,,,,,Return,Dutch Guilder,
970,GK070,Expenditure,Value of ship before departure,6000,,,,,Outfitting,Dutch Guilder,
971,GK070,Expenditure,Value of ship before departure,6000,,,,,Outfitting,Dutch Guilder,
972,GK070,Expenditure,Value of ship before departure,6000,,,,,Outfitting,Dutch Guilder,
973,GK070,Expenditure,Value of ship before departure,6000,,,,,Outfitting,Dutch Guilder,
974,GK070,Expenditure,Insurance cargo,1374,,,,,Outfitting,Dutch Guilder,
975,GK070,Expenditure,Trade cargo costs,23186,,,,,Outfitting,Dutch Guilder,
976,GK070,Expenditure,Other expenses,3790,,,,,Outfitting,Dutch Guilder,
977,GK070,Return,Value of ship after voyage,4800,,,,,Return,Dutch Guilder,
978,GK070,Return,Bills of exchange sold,45823,,,,,Return,Dutch Guilder,
979,GK070,Return,Freight and passengers,5291,,,,,Return,Dutch Guilder,
980,GK070,Return,African goods sold,408,,,,,Return,Dutch Guilder,
981,GK070,Return,Returned trade cargo,111,,,,,Return,Dutch Guilder,
982,GK070,Expenditure,Wages crew (including bonuses),9158,,,,,Return,Dutch Guilder,
983,GK070,Expenditure,Other expenses,972,,,,,Return,Dutch Guilder,
984,GK071,Expenditure,Value of ship before departure,4800,,,,,Outfitting,Dutch Guilder,
985,GK071,Expenditure,Outfitting costs,11289,,,,,Outfitting,Dutch Guilder,
986,GK071,Expenditure,Advance crew payment,1236,,,,,Outfitting,Dutch Guilder,
987,GK071,Expenditure,Insurance hull,825,,,,,Outfitting,Dutch Guilder,
988,GK071,Expenditure,Insurance cargo,1470,,,,,Outfitting,Dutch Guilder,
989,GK071,Expenditure,Trade cargo costs,23885,,,,,Outfitting,Dutch Guilder,
990,GK071,Expenditure,Other expenses,3834,,,,,Outfitting,Dutch Guilder,
991,GK071,Return,Value of ship after voyage,4200,,,,,Return,Dutch Guilder,
992,GK071,Return,Bills of exchange sold,49410,,,,,Return,Dutch Guilder,
993,GK071,Return,Freight and passengers,897,,,,,Return,Dutch Guilder,
994,GK071,Return,Returned trade cargo,277,,,,,Return,Dutch Guilder,
995,GK071,Expenditure,Wages crew (including bonuses),9016,,,,,Return,Dutch Guilder,
996,GK071,Expenditure,Other expenses,413,,,,,Return,Dutch Guilder,
997,GK072,Expenditure,Value of ship before departure,33000,,,,,Outfitting,Dutch Guilder,
998,GK072,Expenditure,Outfitting costs,14005,,,,,Outfitting,Dutch Guilder,
999,GK072,Expenditure,Advance crew payment,1590,,,,,Outfitting,Dutch Guilder,
1000,GK072,Expenditure,Insurance hull,4864,,,,,Outfitting,Dutch Guilder,
1001,GK072,Expenditure,Insurance cargo,5682,,,,,Outfitting,Dutch Guilder,
1002,GK072,Expenditure,Trade cargo costs,50243,,,,,Outfitting,Dutch Guilder,
1003,GK072,Expenditure,Other expenses,6894,,,,,Outfitting,Dutch Guilder,
1004,GK072,Return,Value of ship after voyage,30000,,,,,Return,Dutch Guilder,
1005,GK072,Return,Bills of exchange sold,93205,,,,,Return,Dutch Guilder,
1006,GK072,Return,Freight and passengers,400,,,,,Return,Dutch Guilder,
1007,GK072,Return,African goods sold,14101,,,,,Return,Dutch Guilder,
1008,GK072,Return,Insurance claim,7282,,,,,Return,Dutch Guilder,
1009,GK072,Return,Returned trade cargo,37,,,,,Return,Dutch Guilder,
1010,GK072,Expenditure,Wages crew (including bonuses),14904,,,,,Return,Dutch Guilder,
1011,GK072,Expenditure,Insurance on return,1290,,,,,Return,Dutch Guilder,
1012,GK072,Expenditure,Other expenses,6778,,,,,Return,Dutch Guilder,
1013,GK073,Expenditure,Value of ship before departure,36000,,,,,Outfitting,Dutch Guilder,
1014,GK073,Expenditure,Outfitting costs,13618,,,,,Outfitting,Dutch Guilder,
1015,GK073,Expenditure,Advance crew payment,1644,,,,,Outfitting,Dutch Guilder,
1016,GK073,Expenditure,Insurance hull,3037,,,,,Outfitting,Dutch Guilder,
1017,GK073,Expenditure,Insurance cargo,4061,,,,,Outfitting,Dutch Guilder,
1018,GK073,Expenditure,Trade cargo costs,50876,,,,,Outfitting,Dutch Guilder,
1019,GK073,Expenditure,Other expenses,8961,,,,,Outfitting,Dutch Guilder,
1020,GK073,Return,Value of ship after voyage,33000,,,,,Return,Dutch Guilder,
1021,GK073,Return,Bills of exchange sold,133781,,,,,Return,Dutch Guilder,
1022,GK073,Return,Plantation produce received,18483,,,,,Return,Dutch Guilder,
1023,GK073,Return,Outstanding debts in colony,2908,credit,,,,Return,Dutch Guilder,
1024,GK073,Return,African goods sold,5595,,,,,Return,Dutch Guilder,
1025,GK073,Expenditure,Wages crew (including bonuses),18094,,,,,Return,Dutch Guilder,
1026,GK073,Expenditure,Insurance on return,3317,,,,,Return,Dutch Guilder,
1027,GK073,Expenditure,Other expenses,1431,,,,,Return,Dutch Guilder,
1028,GK074,Expenditure,Value of ship before departure,33000,,,,,Outfitting,Dutch Guilder,
1029,GK074,Expenditure,Outfitting costs,17587,,,,,Outfitting,Dutch Guilder,
1030,GK074,Expenditure,Advance crew payment,1732,,,,,Outfitting,Dutch Guilder,
1031,GK074,Expenditure,Insurance hull,4980,,,,,Outfitting,Dutch Guilder,
1032,GK074,Expenditure,Insurance cargo,6738,,,,,Outfitting,Dutch Guilder,
1033,GK074,Expenditure,Trade cargo costs,52645,,,,,Outfitting,Dutch Guilder,
1034,GK074,Expenditure,Other expenses,9015,,,,,Outfitting,Dutch Guilder,
1035,GK074,Return,Value of ship after voyage,30000,,,,,Return,Dutch Guilder,
1036,GK074,Return,Bills of exchange sold,55264,,,,,Return,Dutch Guilder,
1037,GK074,Return,Plantation produce received,16333,,,,,Return,Dutch Guilder,
1038,GK074,Return,Outstanding debts in colony,7879,credit,,,,Return,Dutch Guilder,
1039,GK074,Return,Other returns,3863,,,,,Return,Dutch Guilder,
1040,GK074,Return,Freight and passengers,88,,,,,Return,Dutch Guilder,
1041,GK074,Return,African goods sold,4604,,,,,Return,Dutch Guilder,
1042,GK074,Return,Returned trade cargo,4884,,,,,Return,Dutch Guilder,
1043,GK074,Expenditure,Wages crew (including bonuses),15551,,,,,Return,Dutch Guilder,
1044,GK074,Expenditure,Insurance on return,1603,,,,,Return,Dutch Guilder,
1045,GK074,Expenditure,Other expenses,2347,,,,,Return,Dutch Guilder,
1046,GK075,Expenditure,Value of ship before departure,30000,,,,,Outfitting,Dutch Guilder,
1047,GK075,Expenditure,Outfitting costs,13831,,,,,Outfitting,Dutch Guilder,
1048,GK075,Expenditure,Advance crew payment,4602,,,,,Outfitting,Dutch Guilder,
1049,GK075,Expenditure,Insurance hull,18266,,,,,Outfitting,Dutch Guilder,
1050,GK075,Expenditure,Insurance cargo,12924,,,,,Outfitting,Dutch Guilder,
1051,GK075,Expenditure,Trade cargo costs,58669,,,,,Outfitting,Dutch Guilder,
1052,GK075,Expenditure,Other expenses,5656,,,,,Outfitting,Dutch Guilder,
1053,GK075,Return,Bills of exchange sold,105887,,,,,Return,Dutch Guilder,
1054,GK075,Return,Outstanding debts in colony,38498,credit,,,,Return,Dutch Guilder,
1055,GK075,Expenditure,Wages crew (including bonuses),28684,,,,,Return,Dutch Guilder,
1056,GK075,Expenditure,Other expenses,1316,,,,,Return,Dutch Guilder,
1057,GK076,Expenditure,Value of ship before departure,27000,,,,,Outfitting,Dutch Guilder,
1058,GK076,Expenditure,Outfitting costs,10393,,,,,Outfitting,Dutch Guilder,
1059,GK076,Expenditure,Advance crew payment,1829,,,,,Outfitting,Dutch Guilder,
1060,GK076,Expenditure,Insurance hull,1517,,,,,Outfitting,Dutch Guilder,
1061,GK076,Expenditure,Insurance cargo,3022,,,,,Outfitting,Dutch Guilder,
1062,GK076,Expenditure,Trade cargo costs,43140,,,,,Outfitting,Dutch Guilder,
1063,GK076,Expenditure,Other expenses,6577,,,,,Outfitting,Dutch Guilder,
1064,GK076,Return,Value of ship after voyage,24000,,,,,Return,Dutch Guilder,
1065,GK076,Return,Bills of exchange sold,65210,,,,,Return,Dutch Guilder,
1066,GK076,Return,Plantation produce received,2428,,,,,Return,Dutch Guilder,
1067,GK076,Return,Outstanding debts in colony,7709,credit,,,,Return,Dutch Guilder,
1068,GK076,Return,African goods sold,23018,,,,,Return,Dutch Guilder,
1069,GK076,Expenditure,Wages crew (including bonuses),11653,,,,,Return,Dutch Guilder,
1070,GK076,Expenditure,Other expenses,1364,,,,,Return,Dutch Guilder,
1071,GK077,Expenditure,Value of ship before departure,9032,,,,,Outfitting,Dutch Guilder,
1072,GK077,Expenditure,Outfitting costs,22582,,,,,Outfitting,Dutch Guilder,
1073,GK077,Expenditure,Advance crew payment,1800,,,,,Outfitting,Dutch Guilder,
1074,GK077,Expenditure,Insurance hull,1385,,,,,Outfitting,Dutch Guilder,
1075,GK077,Expenditure,Insurance cargo,1670,,,,,Outfitting,Dutch Guilder,
1076,GK077,Expenditure,Trade cargo costs,50440,,,,,Outfitting,Dutch Guilder,
1077,GK077,Expenditure,Other expenses,8189,,,,,Outfitting,Dutch Guilder,
1078,GK077,Return,Value of ship after voyage,9000,,,,,Return,Dutch Guilder,
1079,GK077,Return,Bills of exchange sold,60609,,,,,Return,Dutch Guilder,
1080,GK077,Return,Outstanding debts in colony,21828,credit,,,,Return,Dutch Guilder,
1081,GK077,Return,Freight and passengers,4405,,,,,Return,Dutch Guilder,
1082,GK077,Return,African goods sold,19748,,,,,Return,Dutch Guilder,
1083,GK077,Expenditure,Wages crew (including bonuses),10789,,,,,Return,Dutch Guilder,
1084,GK077,Expenditure,Insurance on return,568,,,,,Return,Dutch Guilder,
1085,GK077,Expenditure,Other expenses,4505,,,,,Return,Dutch Guilder,
1086,GK078,Expenditure,Value of ship before departure,12000,,,,,Outfitting,Dutch Guilder,
1087,GK078,Expenditure,Outfitting costs,10485,,,,,Outfitting,Dutch Guilder,
1088,GK078,Expenditure,Advance crew payment,1176,,,,,Outfitting,Dutch Guilder,
1089,GK078,Expenditure,Insurance hull,1418,,,,,Outfitting,Dutch Guilder,
1090,GK078,Expenditure,Insurance cargo,1468,,,,,Outfitting,Dutch Guilder,
1091,GK078,Expenditure,Trade cargo costs,31853,,,,,Outfitting,Dutch Guilder,
1092,GK078,Expenditure,Other expenses,5018,,,,,Outfitting,Dutch Guilder,
1093,GK078,Return,Value of ship after voyage,9000,,,,,Return,Dutch Guilder,
1094,GK078,Return,Bills of exchange sold,45880,,,,,Return,Dutch Guilder,
1095,GK078,Return,Freight and passengers,3419,,,,,Return,Dutch Guilder,
1096,GK078,Return,Insurance claim,3576,,,,,Return,Dutch Guilder,
1097,GK078,Expenditure,Wages crew (including bonuses),10320,,,,,Return,Dutch Guilder,
1098,GK078,Expenditure,Insurance on return,70,,,,,Return,Dutch Guilder,
1099,GK078,Expenditure,Other expenses,1795,,,,,Return,Dutch Guilder,
1100,GK079,Expenditure,Value of ship before departure,3000,,,,,Outfitting,Dutch Guilder,
1101,GK079,Expenditure,Outfitting costs,16429,,,,,Outfitting,Dutch Guilder,
1102,GK079,Expenditure,Advance crew payment,1378,,,,,Outfitting,Dutch Guilder,
1103,GK079,Expenditure,Insurance hull,1092,,,,,Outfitting,Dutch Guilder,
1104,GK079,Expenditure,Insurance cargo,1101,,,,,Outfitting,Dutch Guilder,
1105,GK079,Expenditure,Trade cargo costs,30621,,,,,Outfitting,Dutch Guilder,
1106,GK079,Expenditure,Other expenses,5297,,,,,Outfitting,Dutch Guilder,
1107,GK079,Return,Value of ship after voyage,3000,,,,,Return,Dutch Guilder,
1108,GK079,Return,Bills of exchange sold,70840,,,,,Return,Dutch Guilder,
1109,GK079,Return,Freight and passengers,3190,,,,,Return,Dutch Guilder,
1110,GK079,Return,African goods sold,166,,,,,Return,Dutch Guilder,
1111,GK079,Expenditure,Wages crew (including bonuses),9823,,,,,Return,Dutch Guilder,
1112,GK079,Expenditure,Other expenses,2875,,,,,Return,Dutch Guilder,
1113,GK080,Expenditure,Value of ship before departure,3000,,,,,Outfitting,Dutch Guilder,
1114,GK080,Expenditure,Outfitting costs,15198,,,,,Outfitting,Dutch Guilder,
1115,GK080,Expenditure,Advance crew payment,1376,,,,,Outfitting,Dutch Guilder,
1116,GK080,Expenditure,Insurance hull,825,,,,,Outfitting,Dutch Guilder,
1117,GK080,Expenditure,Insurance cargo,1108,,,,,Outfitting,Dutch Guilder,
1118,GK080,Expenditure,Trade cargo costs,32366,,,,,Outfitting,Dutch Guilder,
1119,GK080,Expenditure,Other expenses,5794,,,,,Outfitting,Dutch Guilder,
1120,GK080,Return,Value of ship after voyage,2478,,,,,Return,Dutch Guilder,
1121,GK080,Return,Plantation produce received,920,,,,,Return,Dutch Guilder,
1122,GK080,Return,Outstanding claims,56314,credit,,,,Return,Dutch Guilder,
1123,GK080,Return,Freight and passengers,2848,,,,,Return,Dutch Guilder,
1124,GK080,Return,African goods sold,8014,,,,,Return,Dutch Guilder,
1125,GK080,Expenditure,Wages crew (including bonuses),11040,,,,,Return,Dutch Guilder,
1126,GK080,Expenditure,Other expenses,3015,,,,,Return,Dutch Guilder,
1127,GK081,Expenditure,Value of ship before departure,9000,,,,,Outfitting,Dutch Guilder,
1128,GK081,Expenditure,Outfitting costs,11718,,,,,Outfitting,Dutch Guilder,
1129,GK081,Expenditure,Advance crew payment,1274,,,,,Outfitting,Dutch Guilder,
1130,GK081,Expenditure,Insurance hull,1467,,,,,Outfitting,Dutch Guilder,
1131,GK081,Expenditure,Insurance cargo,1468,,,,,Outfitting,Dutch Guilder,
1132,GK081,Expenditure,Trade cargo costs,27423,,,,,Outfitting,Dutch Guilder,
1133,GK081,Expenditure,Other expenses,5997,,,,,Outfitting,Dutch Guilder,
1134,GK081,Return,Value of ship after voyage,6000,,,,,Return,Dutch Guilder,
1135,GK081,Return,Bills of exchange sold,37121,,,,,Return,Dutch Guilder,
1136,GK081,Return,Bills of exchange protested,606,credit,,OR,,Return,Dutch Guilder,
1137,GK081,Return,Plantation produce received,1196,,,,,Return,Dutch Guilder,
1138,GK081,Return,Freight and passengers,304,,,,,Return,Dutch Guilder,
1139,GK081,Return,African goods sold,175,,,,,Return,Dutch Guilder,
1140,GK081,Expenditure,Wages crew (including bonuses),9959,,,,,Return,Dutch Guilder,
1141,GK081,Expenditure,Other expenses,572,,,,,Return,Dutch Guilder,
1142,GK082,Expenditure,Value of ship before departure,6000,,,,,Outfitting,Dutch Guilder,
1143,GK082,Expenditure,Outfitting costs,12818,,,,,Outfitting,Dutch Guilder,
1144,GK082,Expenditure,Advance crew payment,1861,,,,,Outfitting,Dutch Guilder,
1145,GK082,Expenditure,Insurance hull,1339,,,,,Outfitting,Dutch Guilder,
1146,GK082,Expenditure,Insurance cargo,1468,,,,,Outfitting,Dutch Guilder,
1147,GK082,Expenditure,Trade cargo costs,28061,,,,,Outfitting,Dutch Guilder,
1148,GK082,Expenditure,Other expenses,7567,,,,,Outfitting,Dutch Guilder,
1149,GK082,Return,Value of ship after voyage,3000,,,,,Return,Dutch Guilder,
1150,GK082,Return,Plantation produce received,87068,,,,,Return,Dutch Guilder,
