Line_number,VentureID,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,hypothesis,dateoftransaction,timing,currency,remarks
1151,GK082,Return,Outstanding claims,54659,credit,,,,Return,Dutch Guilder,
1152,GK082,Return,Returned trade cargo,269,,,,,Return,Dutch Guilder,
1153,GK082,Expenditure,Wages crew (including bonuses),10293,,,,,Return,Dutch Guilder,
1154,GK082,Expenditure,Insurance on return,3405,,,,,Return,Dutch Guilder,
1155,GK082,Expenditure,Other expenses,4182,,,,,Return,Dutch Guilder,
1156,GK083,Expenditure,Value of ship before departure,3000,,,,,Outfitting,Dutch Guilder,
1157,GK083,Expenditure,Outfitting costs,11776,,,,,Outfitting,Dutch Guilder,
1158,GK083,Expenditure,Advance crew payment,2068,,,,,Outfitting,Dutch Guilder,
1159,GK083,Expenditure,Insurance hull,1095,,,,,Outfitting,Dutch Guilder,
1160,GK083,Expenditure,Insurance cargo,1407,,,,,Outfitting,Dutch Guilder,
1161,GK083,Expenditure,Trade cargo costs,32667,,,,,Outfitting,Dutch Guilder,
1162,GK083,Expenditure,Other expenses,6065,,,,,Outfitting,Dutch Guilder,
1163,GK083,Return,Plantation produce received,67123,,,,,Return,Dutch Guilder,
1164,GK083,Return,Outstanding claims,16100,credit,,,,Return,Dutch Guilder,
1165,GK083,Return,Returned trade cargo,4529,,,,,Return,Dutch Guilder,
1166,GK083,Expenditure,Wages crew (including bonuses),11984,,,,,Return,Dutch Guilder,
1167,GK083,Expenditure,Insurance on return,1576,,,,,Return,Dutch Guilder,
1168,GK083,Expenditure,Other expenses,2658,,,,,Return,Dutch Guilder,
1169,GK084,Expenditure,Outfitting costs,15767,,,,,Outfitting,Dutch Guilder,
1170,GK084,Expenditure,Advance crew payment,2026,,,,,Outfitting,Dutch Guilder,
1171,GK084,Expenditure,Insurance hull,1346,,,,,Outfitting,Dutch Guilder,
1172,GK084,Expenditure,Insurance cargo,1117,,,,,Outfitting,Dutch Guilder,
1173,GK084,Expenditure,Trade cargo costs,33923,,,,,Outfitting,Dutch Guilder,
1174,GK084,Expenditure,Other expenses,6149,,,,,Outfitting,Dutch Guilder,
1175,GK084,Return,Value of ship after voyage,7200,,,,,Return,Dutch Guilder,
1176,GK084,Return,Bills of exchange sold,78259,,,,,Return,Dutch Guilder,
1177,GK084,Return,Bills of exchange protested,4320,credit,,OR,,Return,Dutch Guilder,
1178,GK084,Return,Outstanding claims,525,credit,,,,Return,Dutch Guilder,
1179,GK084,Return,Freight and passengers,6134,,,,,Return,Dutch Guilder,
1180,GK084,Return,Insurance claim,2594,,,,,Return,Dutch Guilder,
1181,GK084,Expenditure,Wages crew (including bonuses),11829,,,,,Return,Dutch Guilder,
1182,GK084,Expenditure,Insurance on return,73,,,,,Return,Dutch Guilder,
1183,GK084,Expenditure,Other expenses,581,,,,,Return,Dutch Guilder,
1184,GK085,Expenditure,Value of ship before departure,7200,,,,,Outfitting,Dutch Guilder,
1185,GK085,Expenditure,Outfitting costs,15830,,,,,Outfitting,Dutch Guilder,
1186,GK085,Expenditure,Advance crew payment,1485,,,,,Outfitting,Dutch Guilder,
1187,GK085,Expenditure,Insurance hull,834,,,,,Outfitting,Dutch Guilder,
1188,GK085,Expenditure,Insurance cargo,1493,,,,,Outfitting,Dutch Guilder,
1189,GK085,Expenditure,Trade cargo costs,34376,,,,,Outfitting,Dutch Guilder,
1190,GK085,Expenditure,Other expenses,6579,,,,,Outfitting,Dutch Guilder,
1191,GK085,Return,Value of ship after voyage,6600,,,,,Return,Dutch Guilder,
1192,GK085,Return,Outstanding claims,63916,credit,,,,Return,Dutch Guilder,
1193,GK085,Return,Returned trade cargo,4,,,,,Return,Dutch Guilder,
1194,GK085,Expenditure,Wages crew (including bonuses),11438,,,,,Return,Dutch Guilder,
1195,GK085,Expenditure,Other expenses,5181,,,,,Return,Dutch Guilder,
1196,GK086,Expenditure,Value of ship before departure,6600,,,,,Outfitting,Dutch Guilder,
1197,GK086,Expenditure,Outfitting costs,20257,,,,,Outfitting,Dutch Guilder,
1198,GK086,Expenditure,Advance crew payment,1622,,,,,Outfitting,Dutch Guilder,
1199,GK086,Expenditure,Insurance hull,830,,,,,Outfitting,Dutch Guilder,
1200,GK086,Expenditure,Insurance cargo,1485,,,,,Outfitting,Dutch Guilder,
1201,GK086,Expenditure,Trade cargo costs,37065,,,,,Outfitting,Dutch Guilder,
1202,GK086,Expenditure,Other expenses,6101,,,,,Outfitting,Dutch Guilder,
1203,GK086,Return,Value of ship after voyage,4800,,,,,Return,Dutch Guilder,
1204,GK086,Return,Bills of exchange sold,66864,,,,,Return,Dutch Guilder,
1205,GK086,Return,Outstanding claims,124,credit,,,,Return,Dutch Guilder,
1206,GK086,Return,Freight and passengers,100,,,,,Return,Dutch Guilder,
1207,GK086,Return,Returned trade cargo,687,,,,,Return,Dutch Guilder,
1208,GK086,Expenditure,Wages crew (including bonuses),10969,,,,,Return,Dutch Guilder,
1209,GK086,Expenditure,Other expenses,2927,,,,,Return,Dutch Guilder,
1210,GK087,Expenditure,Value of ship before departure,4800,,,,,Outfitting,Dutch Guilder,
1211,GK087,Expenditure,Outfitting costs,17632,,,,,Outfitting,Dutch Guilder,
1212,GK087,Expenditure,Advance crew payment,1727,,,,,Outfitting,Dutch Guilder,
1213,GK087,Expenditure,Insurance hull,830,,,,,Outfitting,Dutch Guilder,
1214,GK087,Expenditure,Insurance cargo,1301,,,,,Outfitting,Dutch Guilder,
1215,GK087,Expenditure,Trade cargo costs,39320,,,,,Outfitting,Dutch Guilder,
1216,GK087,Expenditure,Other expenses,6448,,,,,Outfitting,Dutch Guilder,
1217,GK087,Return,Value of ship after voyage,2400,,,,,Return,Dutch Guilder,
1218,GK087,Return,Bills of exchange sold,50121,,,,,Return,Dutch Guilder,
1219,GK087,Return,Outstanding claims,35994,credit,,,,Return,Dutch Guilder,
1220,GK087,Return,Returned trade cargo,1035,,,,,Return,Dutch Guilder,
1221,GK087,Expenditure,Wages crew (including bonuses),11132,,,,,Return,Dutch Guilder,
1222,GK087,Expenditure,Other expenses,1235,,,,,Return,Dutch Guilder,
1223,GK088,Expenditure,Value of ship before departure,2400,,,,,Outfitting,Dutch Guilder,
1224,GK088,Expenditure,Outfitting costs,17660,,,,,Outfitting,Dutch Guilder,
1225,GK088,Expenditure,Advance crew payment,1862,,,,,Outfitting,Dutch Guilder,
1226,GK088,Expenditure,Insurance hull,816,,,,,Outfitting,Dutch Guilder,
1227,GK088,Expenditure,Insurance cargo,1470,,,,,Outfitting,Dutch Guilder,
1228,GK088,Expenditure,Trade cargo costs,36715,,,,,Outfitting,Dutch Guilder,
1229,GK088,Expenditure,Other expenses,6813,,,,,Outfitting,Dutch Guilder,
1230,GK088,Return,Outstanding claims,48315,credit,,,,Return,Dutch Guilder,
1231,GK088,Return,Returned trade cargo,104,,,,,Return,Dutch Guilder,
1232,GK088,Return,Sale of ship,2937,,,,,Return,Dutch Guilder,
1233,GK088,Expenditure,Wages crew (including bonuses),10612,,,,,Return,Dutch Guilder,
1234,GK088,Expenditure,Other expenses,3273,,,,,Return,Dutch Guilder,
1235,GK089,Expenditure,Value of ship before departure,33000,,,,,Outfitting,Dutch Guilder,
1236,GK089,Expenditure,Outfitting costs,16122,,,,,Outfitting,Dutch Guilder,
1237,GK089,Expenditure,Advance crew payment,1833,,,,,Outfitting,Dutch Guilder,
1238,GK089,Expenditure,Insurance hull,1664,,,,,Outfitting,Dutch Guilder,
1239,GK089,Expenditure,Insurance cargo,1854,,,,,Outfitting,Dutch Guilder,
1240,GK089,Expenditure,Trade cargo costs,73289,,,,,Outfitting,Dutch Guilder,
1241,GK089,Expenditure,Other expenses,6935,,,,,Outfitting,Dutch Guilder,
1242,GK089,Return,Value of ship after voyage,30000,,,,,Return,Dutch Guilder,
1243,GK089,Return,Bills of exchange sold,100202,,,,,Return,Dutch Guilder,
1244,GK089,Return,Outstanding claims,28473,credit,,,,Return,Dutch Guilder,
1245,GK089,Return,Freight and passengers,3299,,,,,Return,Dutch Guilder,
1246,GK089,Expenditure,Wages crew (including bonuses),13196,,,,,Return,Dutch Guilder,
1247,GK089,Expenditure,Other expenses,2255,,,,,Return,Dutch Guilder,
1248,GK090,Expenditure,Value of ship before departure,3153,,,,,Outfitting,Dutch Guilder,
1249,GK090,Expenditure,Outfitting costs,16114,,,,,Outfitting,Dutch Guilder,
1250,GK090,Expenditure,Advance crew payment,1352,,,,,Outfitting,Dutch Guilder,
1251,GK090,Expenditure,Insurance hull,830,,,,,Outfitting,Dutch Guilder,
1252,GK090,Expenditure,Insurance cargo,1116,,,,,Outfitting,Dutch Guilder,
1253,GK090,Expenditure,Trade cargo costs,27339,,,,,Outfitting,Dutch Guilder,
1254,GK090,Expenditure,Other expenses,4724,,,,,Outfitting,Dutch Guilder,
1255,GK090,Return,Value of ship after voyage,6000,,,,,Return,Dutch Guilder,
1256,GK090,Return,Bills of exchange sold,75706,,,,,Return,Dutch Guilder,
1257,GK090,Return,Outstanding claims,3810,credit,,,,Return,Dutch Guilder,
1258,GK090,Return,Freight and passengers,500,,,,,Return,Dutch Guilder,
1259,GK090,Expenditure,Wages crew (including bonuses),9015,,,,,Return,Dutch Guilder,
1260,GK090,Expenditure,Other expenses,1351,,,,,Return,Dutch Guilder,
1261,GK091,Expenditure,Value of ship before departure,6000,,,,,Outfitting,Dutch Guilder,
1262,GK091,Expenditure,Outfitting costs,11685,,,,,Outfitting,Dutch Guilder,
1263,GK091,Expenditure,Advance crew payment,1358,,,,,Outfitting,Dutch Guilder,
1264,GK091,Expenditure,Insurance hull,816,,,,,Outfitting,Dutch Guilder,
1265,GK091,Expenditure,Insurance cargo,1101,,,,,Outfitting,Dutch Guilder,
1266,GK091,Expenditure,Trade cargo costs,35579,,,,,Outfitting,Dutch Guilder,
1267,GK091,Expenditure,Other expenses,5199,,,,,Outfitting,Dutch Guilder,
1268,GK091,Return,Value of ship after voyage,5400,,,,,Return,Dutch Guilder,
1269,GK091,Return,Bills of exchange sold,48848,,,,,Return,Dutch Guilder,
1270,GK091,Return,Outstanding claims,10316,credit,,,,Return,Dutch Guilder,
1271,GK091,Return,Returned trade cargo,484,,,,,Return,Dutch Guilder,
1272,GK091,Expenditure,Wages crew (including bonuses),6991,,,,,Return,Dutch Guilder,
1273,GK091,Expenditure,Other expenses,3010,,,,,Return,Dutch Guilder,
1274,GK092,Expenditure,Value of ship before departure,5400,,,,,Outfitting,Dutch Guilder,
1275,GK092,Expenditure,Outfitting costs,13063,,,,,Outfitting,Dutch Guilder,
1276,GK092,Expenditure,Advance crew payment,1360,,,,,Outfitting,Dutch Guilder,
1277,GK092,Expenditure,Insurance hull,816,,,,,Outfitting,Dutch Guilder,
1278,GK092,Expenditure,Insurance cargo,1100,,,,,Outfitting,Dutch Guilder,
1279,GK092,Expenditure,Trade cargo costs,29648,,,,,Outfitting,Dutch Guilder,
1280,GK092,Expenditure,Other expenses,5551,,,,,Outfitting,Dutch Guilder,
1281,GK092,Return,Value of ship after voyage,2579,,,,,Return,Dutch Guilder,
1282,GK092,Return,Bills of exchange sold,20563,,,,,Return,Dutch Guilder,
1283,GK092,Return,Outstanding claims,46662,credit,,,,Return,Dutch Guilder,
1284,GK092,Return,Freight and passengers,200,,,,,Return,Dutch Guilder,
1285,GK092,Expenditure,Wages crew (including bonuses),7786,,,,,Return,Dutch Guilder,
1286,GK092,Expenditure,Other expenses,954,,,,,Return,Dutch Guilder,
1287,GK093,Expenditure,Value of ship before departure,15000,,,,,Outfitting,Dutch Guilder,
1288,GK093,Expenditure,Outfitting costs,12351,,,,,Outfitting,Dutch Guilder,
1289,GK093,Expenditure,Advance crew payment,1360,,,,,Outfitting,Dutch Guilder,
1290,GK093,Expenditure,Insurance hull,1107,,,,,Outfitting,Dutch Guilder,
1291,GK093,Expenditure,Insurance cargo,1301,,,,,Outfitting,Dutch Guilder,
1292,GK093,Expenditure,Trade cargo costs,30185,,,,,Outfitting,Dutch Guilder,
1293,GK093,Expenditure,Other expenses,4393,,,,,Outfitting,Dutch Guilder,
1294,GK093,Return,Value of ship after voyage,12000,,,,,Return,Dutch Guilder,
1295,GK093,Return,Bills of exchange sold,15920,,,,,Return,Dutch Guilder,
1296,GK093,Return,African goods sold,50022,,,,,Return,Dutch Guilder,
1297,GK093,Return,Insurance claim,3934,,,,,Return,Dutch Guilder,
1298,GK093,Return,Returned trade cargo,1380,,,,,Return,Dutch Guilder,
1299,GK093,Expenditure,Wages crew (including bonuses),8411,,,,,Return,Dutch Guilder,
1300,GK093,Expenditure,Insurance on return,757,,,,,Return,Dutch Guilder,
1301,GK093,Expenditure,Other expenses,2090,,,,,Return,Dutch Guilder,
1302,GK094,Expenditure,Value of ship before departure,12000,,,,,Outfitting,Dutch Guilder,
1303,GK094,Expenditure,Outfitting costs,14064,,,,,Outfitting,Dutch Guilder,
1304,GK094,Expenditure,Advance crew payment,1388,,,,,Outfitting,Dutch Guilder,
1305,GK094,Expenditure,Insurance hull,1107,,,,,Outfitting,Dutch Guilder,
1306,GK094,Expenditure,Insurance cargo,1116,,,,,Outfitting,Dutch Guilder,
1307,GK094,Expenditure,Trade cargo costs,31089,,,,,Outfitting,Dutch Guilder,
1308,GK094,Expenditure,Other expenses,4604,,,,,Outfitting,Dutch Guilder,
1309,GK094,Return,Value of ship after voyage,9000,,,,,Return,Dutch Guilder,
1310,GK094,Return,Bills of exchange sold,42863,,,,,Return,Dutch Guilder,
1311,GK094,Return,African goods sold,15886,,,,,Return,Dutch Guilder,
1312,GK094,Return,Insurance claim,1140,,,,,Return,Dutch Guilder,
1313,GK094,Expenditure,Wages crew (including bonuses),9082,,,,,Return,Dutch Guilder,
1314,GK094,Expenditure,Insurance on return,190,,,,,Return,Dutch Guilder,
1315,GK094,Expenditure,Other expenses,3408,,,,,Return,Dutch Guilder,
1316,GK095,Expenditure,Value of ship before departure,9000,,,,,Outfitting,Dutch Guilder,
1317,GK095,Expenditure,Outfitting costs,13005,,,,,Outfitting,Dutch Guilder,
1318,GK095,Expenditure,Advance crew payment,2069,,,,,Outfitting,Dutch Guilder,
1319,GK095,Expenditure,Insurance hull,885,,,,,Outfitting,Dutch Guilder,
1320,GK095,Expenditure,Insurance cargo,1116,,,,,Outfitting,Dutch Guilder,
1321,GK095,Expenditure,Trade cargo costs,24908,,,,,Outfitting,Dutch Guilder,
1322,GK095,Expenditure,Other expenses,5115,,,,,Outfitting,Dutch Guilder,
1323,GK095,Return,Outstanding claims,29984,credit,,,,Return,Dutch Guilder,
1324,GK095,Return,African goods sold,15578,,,,,Return,Dutch Guilder,
1325,GK095,Return,Insurance claim,2135,,,,,Return,Dutch Guilder,
1326,GK095,Return,Returned trade cargo,2353,,,,,Return,Dutch Guilder,
1327,GK095,Return,Sale of ship,2924,,,,,Return,Dutch Guilder,
1328,GK095,Expenditure,Wages crew (including bonuses),11425,,,,,Return,Dutch Guilder,
1329,GK095,Expenditure,Other expenses,5614,,,,,Return,Dutch Guilder,
1330,GK096,Expenditure,Value of ship before departure,42000,,,,,Outfitting,Dutch Guilder,
1331,GK096,Expenditure,Outfitting costs,7573,,,,,Outfitting,Dutch Guilder,
1332,GK096,Expenditure,Advance crew payment,1616,,,,,Outfitting,Dutch Guilder,
1333,GK096,Expenditure,Insurance hull,5609,,,,,Outfitting,Dutch Guilder,
1334,GK096,Expenditure,Insurance cargo,6276,,,,,Outfitting,Dutch Guilder,
1335,GK096,Expenditure,Trade cargo costs,50517,,,,,Outfitting,Dutch Guilder,
1336,GK096,Expenditure,Other expenses,9913,,,,,Outfitting,Dutch Guilder,
1337,GK096,Return,Value of ship after voyage,36000,,,,,Return,Dutch Guilder,
1338,GK096,Return,Bills of exchange sold,25070,,,,,Return,Dutch Guilder,
1339,GK096,Return,Plantation produce received,16689,,,,,Return,Dutch Guilder,
1340,GK096,Return,Freight and passengers,5143,,,,,Return,Dutch Guilder,
1341,GK096,Return,African goods sold,7492,,,,,Return,Dutch Guilder,
1342,GK096,Return,Insurance claim,12412,,,,,Return,Dutch Guilder,
1343,GK096,Return,Returned trade cargo,2888,,,,,Return,Dutch Guilder,
1344,GK096,Expenditure,Wages crew (including bonuses),15964,,,,,Return,Dutch Guilder,
1345,GK096,Expenditure,Insurance on return,5813,,,,,Return,Dutch Guilder,
1346,GK096,Expenditure,Other expenses,9051,,,,,Return,Dutch Guilder,
1347,GK097,Expenditure,Value of ship before departure,29620,,,,,Outfitting,Dutch Guilder,
1348,GK097,Expenditure,Outfitting costs,24288,,,,,Outfitting,Dutch Guilder,
1349,GK097,Expenditure,Advance crew payment,1621,,,,,Outfitting,Dutch Guilder,
1350,GK097,Expenditure,Insurance hull,5130,,,,,Outfitting,Dutch Guilder,
1351,GK097,Expenditure,Insurance cargo,5130,,,,,Outfitting,Dutch Guilder,
1352,GK097,Expenditure,Trade cargo costs,41300,,,,,Outfitting,Dutch Guilder,
1353,GK097,Expenditure,Other expenses,4809,,,,,Outfitting,Dutch Guilder,
1354,GK097,Return,Value of ship after voyage,30000,,,,,Return,Dutch Guilder,
1355,GK097,Return,Bills of exchange sold,83628,,,,,Return,Dutch Guilder,
1356,GK097,Return,Plantation produce received,121,,,,,Return,Dutch Guilder,
1357,GK097,Return,African goods sold,4468,,,,,Return,Dutch Guilder,
1358,GK097,Return,Returned trade cargo,1081,,,,,Return,Dutch Guilder,
1359,GK097,Expenditure,Wages crew (including bonuses),15966,,,,,Return,Dutch Guilder,
1360,GK097,Expenditure,Insurance on return,15,,,,,Return,Dutch Guilder,
1361,GK097,Expenditure,Other expenses,1278,,,,,Return,Dutch Guilder,
1362,GK098,Expenditure,Value of ship before departure,36000,,,,,Outfitting,Dutch Guilder,
1363,GK098,Expenditure,Outfitting costs,13950,,,,,Outfitting,Dutch Guilder,
1364,GK098,Expenditure,Advance crew payment,2035,,,,,Outfitting,Dutch Guilder,
1365,GK098,Expenditure,Insurance hull,2014,,,,,Outfitting,Dutch Guilder,
1366,GK098,Expenditure,Insurance cargo,2372,,,,,Outfitting,Dutch Guilder,
1367,GK098,Expenditure,Trade cargo costs,51957,,,,,Outfitting,Dutch Guilder,
1368,GK098,Expenditure,Other expenses,8070,,,,,Outfitting,Dutch Guilder,
1369,GK098,Return,Value of ship after voyage,33000,,,,,Return,Dutch Guilder,
1370,GK098,Return,Bills of exchange sold,33618,,,,,Return,Dutch Guilder,
1371,GK098,Return,Plantation produce received,27920,,,,,Return,Dutch Guilder,
1372,GK098,Return,Outstanding claims,10450,credit,,,,Return,Dutch Guilder,
1373,GK098,Return,Freight and passengers,9595,,,,,Return,Dutch Guilder,
1374,GK098,Return,African goods sold,29794,,,,,Return,Dutch Guilder,
1375,GK098,Return,Returned trade cargo,20,,,,,Return,Dutch Guilder,
1376,GK098,Expenditure,Wages crew (including bonuses),15555,,,,,Return,Dutch Guilder,
1377,GK098,Expenditure,Insurance on return,2265,,,,,Return,Dutch Guilder,
1378,GK098,Expenditure,Other expenses,5994,,,,,Return,Dutch Guilder,
1379,GK099,Expenditure,Outfitting costs,761,,,,,Outfitting,Dutch Guilder,
1380,GK099,Expenditure,Trade cargo costs,951,,,,,Outfitting,Dutch Guilder,
1381,GK099,Expenditure,Insurance costs,96,,,,,Outfitting,Dutch Guilder,
1382,GK099,Expenditure,License costs,35,,,,,Outfitting,Dutch Guilder,
1383,GK099,Expenditure,Other expenses,485,,,,,Return,Dutch Guilder,
1384,GK099,Return,Total returns,1989,,,,,Return,Dutch Guilder,
1385,GK099,Return,Value of ship after arrival,375,,,,,Return,Dutch Guilder,
1386,GK100,Expenditure,Value of ship before departure,375,,,,,Outfitting,Dutch Guilder,
1387,GK100,Expenditure,Outfitting costs,289,,,,,Outfitting,Dutch Guilder,
1388,GK100,Expenditure,Trade cargo costs,1048,,,,,Outfitting,Dutch Guilder,
1389,GK100,Expenditure,Insurance costs,95,,,,,Outfitting,Dutch Guilder,
1390,GK100,Expenditure,License costs,31,,,,,Outfitting,Dutch Guilder,
1391,GK101,Expenditure,Outfitting costs,323,,,,,Outfitting,Dutch Guilder,
1392,GK101,Expenditure,Trade cargo costs,1147,,,,,Outfitting,Dutch Guilder,
1393,GK101,Expenditure,Other expenses,112,,,,,Outfitting,Dutch Guilder,
1394,GK101,Expenditure,License costs,31,,,,,Outfitting,Dutch Guilder,
1395,GK101,Expenditure,Insurance costs,102,,,,,Outfitting,Dutch Guilder,
1396,GK101,Return,Bills of exchange protested,157,credit,,OR,,Return,Dutch Guilder,
1397,GK101,Return,Bills of exchange sold,2451,,,,,Return,Dutch Guilder,
1398,GK101,Return,Other returns,43,,,,,Return,Dutch Guilder,
1399,GK101,Expenditure,Other expenses,367,,,,,Return,Dutch Guilder,
1400,GK102,Expenditure,Outfitting costs,272,,,,,Outfitting,Dutch Guilder,
1401,GK102,Expenditure,Trade cargo costs,1128,,,,,Outfitting,Dutch Guilder,
1402,GK102,Expenditure,Other expenses,116,,,,,Outfitting,Dutch Guilder,
1403,GK102,Expenditure,License costs,31,,,,,Outfitting,Dutch Guilder,
1404,GK102,Expenditure,Insurance costs,102,,,,,Outfitting,Dutch Guilder,
1405,GK102,Return,Bills of exchange protested,685,credit,,OR,,Return,Dutch Guilder,
1406,GK102,Return,Bills of exchange sold,2347,,,,,Return,Dutch Guilder,
1407,GK102,Return,Other returns,41,,,,,Return,Dutch Guilder,
1408,GK102,Expenditure,Other expenses,365,,,,,Return,Dutch Guilder,
1409,GK103,Expenditure,Outfitting costs,254,,,,,Outfitting,Dutch Guilder,
1410,GK103,Expenditure,Trade cargo costs,1183,,,,,Outfitting,Dutch Guilder,
1411,GK103,Expenditure,Other expenses,113,,,,,Outfitting,Dutch Guilder,
1412,GK103,Expenditure,License costs,31,,,,,Outfitting,Dutch Guilder,
1413,GK103,Expenditure,Insurance costs,102,,,,,Outfitting,Dutch Guilder,
1414,GK103,Return,Bills of exchange protested,723,credit,,OR,,Return,Dutch Guilder,
1415,GK103,Return,Bills of exchange sold,1643,,,,,Return,Dutch Guilder,
1416,GK103,Return,Other returns,54,,,,,Return,Dutch Guilder,
1417,GK103,Return,Sale of ship,272,,,,,Return,Dutch Guilder,
1418,GK103,Expenditure,Other expenses,341,,,,,Return,Dutch Guilder,
1419,GK104,Expenditure,Outfitting costs,2038,,,,,Outfitting,Dutch Guilder,
1420,GK104,Expenditure,Trade cargo costs,2892,,,,,Outfitting,Dutch Guilder,
1421,GK104,Expenditure,Other expenses,263,,,,,Outfitting,Dutch Guilder,
1422,GK104,Expenditure,Insurance costs,424,,,,,Outfitting,Dutch Guilder,
1423,GK104,Return,Other returns,362,,,,,Return,Dutch Guilder,
1424,GK104,Return,Value of ship after arrival,375,,,,,Return,Dutch Guilder,
1425,GK104,Return,Sale of African ivory ,7,,,,,Return,Dutch Guilder,
1426,GK104,Return,Sale of African pepper,7,,,,,Return,Dutch Guilder,
1427,GK104,Return,Other returns,8144,,,,,Return,Dutch Guilder,
1428,GK104,Expenditure,Other expenses,1714,,,,,Return,Dutch Guilder,
